Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Delivery_Days
ID-2021-CD122807-41646,21/01/07,13/01/21,Standard Class,CD-122807,Christina DeMoss,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-4575,Technology,Copiers,"Hewlett Fax Machine, Color",1156,4,0.1,-38,87,Medium,6
ID-2021-MY182957-41768,21/05/09,11/05/21,Second Class,MY-182957,Muhammed Yedwab,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,TEC-CO-3678,Technology,Copiers,"Canon Copy Machine, Color",316,2,0.4,-210,86,Critical,2
IN-2021-TS212057-41852,21/08/01,4/08/21,Second Class,TS-212057,Thomas Seio,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-PA-6600,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",294,6,0,102,86,Critical,3
IN-2021-TG213107-41767,21/05/08,12/05/21,Standard Class,TG-213107,Toby Gnade,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,FUR-BO-5788,Furniture,Bookcases,"Safco Library with Doors, Traditional",779,2,0,202,85,High,4
IN-2021-NC1862592-41801,21/06/11,14/06/21,Second Class,NC-1862592,Noah Childs,Corporate,Wellington,Wellington,New Zealand,Oceania,Asia Pacific,TEC-PH-5353,Technology,Phones,"Nokia Signal Booster, with Caller ID",546,4,0,60,84,Medium,3
IN-2021-PS1904592-41990,21/12/17,22/12/21,Standard Class,PS-1904592,Penelope Sewall,Home Office,Whangarei,Northland,New Zealand,Oceania,Asia Pacific,FUR-CH-4563,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",1440,8,0,43,82,Medium,5
IN-2021-RB194657-41898,21/09/16,19/09/21,Second Class,RB-194657,Rick Bensley,Home Office,Devonport,Tasmania,Australia,Oceania,Asia Pacific,TEC-PH-3796,Technology,Phones,"Cisco Office Telephone, Cordless",449,6,0.1,69,82,High,3
IN-2021-ME173207-41893,21/09/11,15/09/21,Standard Class,ME-173207,Maria Etezadi,Home Office,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-CO-6008,Technology,Copiers,"Sharp Personal Copier, Laser",864,8,0.1,259,81,High,4
IN-2021-GH146657-41898,21/09/16,23/09/21,Standard Class,GH-146657,Greg Hansen,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,TEC-AC-5135,Technology,Accessories,"Logitech Router, Erganomic",661,3,0.1,183,80,Low,7
ID-2021-SW202757-41969,21/11/26,30/11/21,Standard Class,SW-202757,Scott Williamson,Consumer,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,FUR-FU-3941,Furniture,Furnishings,"Deflect-O Frame, Duo Pack",594,6,0.1,-59,80,High,4
IN-2021-JS160307-41774,21/05/15,19/05/21,Standard Class,JS-160307,Joy Smith,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-5971,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",924,7,0.1,61,79,High,4
IN-2021-JP1613592-41797,21/06/07,12/06/21,Standard Class,JP-1613592,Julie Prescott,Home Office,Christchurch,Canterbury,New Zealand,Oceania,Asia Pacific,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",1275,2,0,140,79,Medium,5
IN-2021-BG110357-41735,21/04/06,10/04/21,Second Class,BG-110357,Barry Gonzalez,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-4561,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable",657,4,0.1,-29,77,High,4
IN-2021-HD1478592-41820,21/06/30,4/07/21,Standard Class,HD-1478592,Harold Dahlen,Home Office,Hamilton,Waikato,New Zealand,Oceania,Asia Pacific,TEC-MA-5547,Technology,Machines,"Panasonic Inkjet, Red",1236,4,0,24,77,Medium,4
IN-2021-HZ149507-41801,21/06/11,15/06/21,Standard Class,HZ-149507,Henia Zydlo,Consumer,Whyalla,South Australia,Australia,Oceania,Asia Pacific,TEC-CO-6011,Technology,Copiers,"Sharp Wireless Fax, High-Speed",956,3,0.1,191,75,Medium,4
IN-2021-JH158207-41891,21/09/09,9/09/21,Same Day,JH-158207,John Huston,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5966,Furniture,Bookcases,"Sauder Library with Doors, Metal",696,2,0.1,247,75,High,0
ID-2021-DC128507-41857,21/08/06,12/08/21,Standard Class,DC-128507,Dan Campbell,Consumer,Kwinana,Western Australia,Australia,Oceania,Asia Pacific,FUR-BO-3901,Furniture,Bookcases,"Dania Library with Doors, Metal",651,2,0.1,-50,74,Medium,6
IN-2021-SH199757-41776,21/05/17,20/05/21,First Class,SH-199757,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5812,Technology,Phones,"Samsung Audio Dock, Cordless",458,3,0.1,167,74,High,3
ID-2021-SW207557-41977,21/12/04,9/12/21,Second Class,SW-207557,Steven Ward,Corporate,Perth,Western Australia,Australia,Oceania,Asia Pacific,TEC-PH-5337,Technology,Phones,"Nokia Audio Dock, VoIP",450,3,0.1,105,74,Medium,5
IN-2021-RE194057-41993,21/12/20,25/12/21,Standard Class,RE-194057,Ricardo Emerson,Consumer,Mackay,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-4257,Office Supplies,Storage,"Fellowes File Cart, Blue",988,8,0.1,395,74,High,5
IN-2021-TS212057-41852,21/08/01,4/08/21,Second Class,TS-212057,Thomas Seio,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,FUR-CH-5452,Furniture,Chairs,"Office Star Steel Folding Chair, Red",366,4,0,21,74,Critical,3
IN-2021-RA199157-41948,21/11/05,9/11/21,Standard Class,RA-199157,Russell Applegate,Consumer,Coffs Harbour,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-5808,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",459,3,0.1,5,73,High,4
ID-2021-GT147107-42003,21/12/30,3/01/22,Standard Class,GT-147107,Greg Tran,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-4863,Furniture,Bookcases,"Ikea Library with Doors, Traditional",1635,5,0.1,-127,73,Medium,4
IN-2021-DW131957-41702,21/03/04,8/03/21,Standard Class,DW-131957,David Wiener,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5942,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",756,5,0.1,16,72,High,4
ID-2021-MJ177407-41948,21/11/05,11/11/21,Standard Class,MJ-177407,Max Jones,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-3624,Furniture,Bookcases,"Bush Classic Bookcase, Metal",741,2,0.1,271,72,Medium,6
IN-2021-JK161207-41971,21/11/28,2/12/21,Standard Class,JK-161207,Julie Kriz,Home Office,Dubbo,New South Wales,Australia,Oceania,Asia Pacific,TEC-PH-5357,Technology,Phones,"Nokia Speaker Phone, Cordless",907,8,0.1,110,72,Medium,4
IN-2021-DO136457-41990,21/12/17,21/12/21,Standard Class,DO-136457,Doug O'Connell,Consumer,Mount Isa,Queensland,Australia,Oceania,Asia Pacific,OFF-AP-3866,Office Supplies,Appliances,"Cuisinart Microwave, Silver",1005,6,0.4,83,72,Medium,4
ID-2021-FG1426092-41723,21/03/25,28/03/21,Second Class,FG-1426092,Frank Gastineau,Home Office,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,FUR-TA-4712,Furniture,Tables,"Hon Wood Table, Rectangular",634,2,0.4,-84,71,High,3
ID-2021-ML177557-41775,21/05/16,20/05/21,Second Class,ML-177557,Max Ludwig,Home Office,Maryborough,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5763,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",788,2,0.1,-61,71,High,4
IN-2021-CR127307-41929,21/10/17,18/10/21,First Class,CR-127307,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-3152,Technology,Phones,"Apple Speaker Phone, VoIP",333,3,0.1,88,71,Medium,1
IN-2021-AM103607-41864,21/08/13,14/08/21,First Class,AM-103607,Alice McCarthy,Corporate,Broken Hill,New South Wales,Australia,Oceania,Asia Pacific,OFF-SU-4308,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",212,8,0.1,73,70,Critical,1
IN-2021-TC214757-41764,21/05/05,9/05/21,Standard Class,TC-214757,Tony Chapman,Home Office,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-PH-5337,Technology,Phones,"Nokia Audio Dock, VoIP",750,5,0.1,175,70,Medium,4
IN-2021-LS172307-41881,21/08/30,4/09/21,Standard Class,LS-172307,Lycoris Saunders,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-4570,Technology,Copiers,"Hewlett Copy Machine, Laser",947,4,0.1,200,70,Medium,5
IN-2021-AC106157-42001,21/12/28,31/12/21,Second Class,AC-106157,Ann Chong,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-5409,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",456,6,0.1,-30,70,High,3
IN-2021-AS102407-41970,21/11/27,1/12/21,Standard Class,AS-102407,Alan Shonely,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-PH-5246,Technology,Phones,"Motorola Audio Dock, Cordless",634,4,0.1,77,70,High,4
IN-2021-TC2147592-41884,21/09/02,7/09/21,Standard Class,TC-2147592,Tony Chapman,Home Office,Invercargill,Southland,New Zealand,Oceania,Asia Pacific,FUR-BO-3640,Furniture,Bookcases,"Bush Library with Doors, Mobile",1467,4,0,630,70,Medium,5
IN-2021-EM139607-41895,21/09/13,18/09/21,Standard Class,EM-139607,Eric Murdock,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-ST-5691,Office Supplies,Storage,"Rogers File Cart, Blue",379,3,0.1,113,69,High,5
IN-2021-DO136457-41709,21/03/11,16/03/21,Standard Class,DO-136457,Doug O'Connell,Consumer,Whyalla,South Australia,Australia,Oceania,Asia Pacific,FUR-CH-4702,Furniture,Chairs,"Hon Swivel Stool, Black",870,6,0.1,367,68,Medium,5
IN-2021-JK153257-41943,21/10/31,31/10/21,Same Day,JK-153257,Jason Klamczynski,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-PH-5349,Technology,Phones,"Nokia Office Telephone, with Caller ID",293,5,0.1,45,68,High,0
IN-2021-PJ190157-41887,21/09/05,9/09/21,Standard Class,PJ-190157,Pauline Johnson,Consumer,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,TEC-CO-3686,Technology,Copiers,"Canon Fax Machine, Color",575,2,0.1,57,67,High,4
IN-2021-RC1996092-41723,21/03/25,27/03/21,Second Class,RC-1996092,Ryan Crowe,Consumer,Timaru,Canterbury,New Zealand,Oceania,Asia Pacific,TEC-PH-3128,Technology,Phones,"Apple Audio Dock, Full Size",672,4,0,235,67,Medium,2
IN-2021-GA145157-41830,21/07/10,14/07/21,Standard Class,GA-145157,George Ashbrook,Consumer,Ballarat,Victoria,Australia,Oceania,Asia Pacific,OFF-AP-4963,Office Supplies,Appliances,"KitchenAid Refrigerator, White",473,1,0.1,120,65,High,4
IN-2021-JR162107-41675,21/02/05,7/02/21,Second Class,JR-162107,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-3594,Technology,Copiers,"Brother Fax and Copier, Laser",344,2,0.1,34,65,Critical,2
IN-2021-TB211907-41906,21/09/24,30/09/21,Standard Class,TB-211907,Thomas Brumley,Home Office,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-5775,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",830,2,0.1,175,64,Medium,6
IN-2021-EA140357-41807,21/06/17,20/06/21,Second Class,EA-140357,Erin Ashbrook,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-3888,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",381,3,0.1,-17,64,High,3
ID-2021-TS216107-41888,21/09/06,8/09/21,Second Class,TS-216107,Troy Staebel,Consumer,Mackay,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-3606,Technology,Copiers,"Brother Personal Copier, High-Speed",507,4,0.1,186,63,High,2
ID-2021-MC176057-41887,21/09/05,10/09/21,Second Class,MC-176057,Matt Connell,Corporate,Brisbane,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5768,Furniture,Bookcases,"Safco Corner Shelving, Metal",804,6,0.1,-89,61,Medium,5
IN-2021-CS121757-41810,21/06/20,25/06/21,Standard Class,CS-121757,Charles Sheldon,Corporate,Albany,Western Australia,Australia,Oceania,Asia Pacific,OFF-ST-6032,Office Supplies,Storage,"Smead File Cart, Industrial",808,7,0.1,161,61,Medium,5
IN-2021-RB194657-41898,21/09/16,19/09/21,Second Class,RB-194657,Rick Bensley,Home Office,Devonport,Tasmania,Australia,Oceania,Asia Pacific,TEC-CO-4780,Technology,Copiers,"HP Ink, Laser",347,3,0.1,-11,60,High,3
IN-2021-NC185357-41731,21/04/02,2/04/21,Same Day,NC-185357,Nick Crebassa,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-4521,Furniture,Chairs,"Harbour Creations Bag Chairs, Set of Two",517,9,0.1,109,60,Medium,0
IN-2021-KL1655592-41857,21/08/06,12/08/21,Standard Class,KL-1655592,Kelly Lampkin,Corporate,Blenheim,Marlborough,New Zealand,Oceania,Asia Pacific,TEC-CO-6010,Technology,Copiers,"Sharp Wireless Fax, Digital",711,2,0,263,59,Medium,6
IN-2021-AB100157-41815,21/06/25,29/06/21,Standard Class,AB-100157,Aaron Bergman,Consumer,Mackay,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-3793,Technology,Phones,"Cisco Headset, with Caller ID",477,6,0.1,169,59,High,4
IN-2021-AB100157-41941,21/10/29,31/10/21,First Class,AB-100157,Aaron Bergman,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-PH-3139,Technology,Phones,"Apple Office Telephone, Cordless",367,6,0.1,151,59,Medium,2
ID-2021-AS102407-41912,21/09/30,3/10/21,First Class,AS-102407,Alan Shonely,Consumer,Whyalla,South Australia,Australia,Oceania,Asia Pacific,FUR-CH-5440,Furniture,Chairs,"Office Star Chairmat, Set of Two",183,3,0.1,55,58,Critical,3
ID-2021-DM129557-41914,21/10/02,4/10/21,Second Class,DM-129557,Dario Medina,Corporate,Hobart,Tasmania,Australia,Oceania,Asia Pacific,OFF-ST-6047,Office Supplies,Storage,"Smead Lockers, Industrial",954,8,0.4,-413,58,Medium,2
IN-2021-BF110807-41976,21/12/03,6/12/21,Second Class,BF-110807,Bart Folk,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,TEC-AC-5204,Technology,Accessories,"Memorex Memory Card, Erganomic",540,6,0.1,108,58,Critical,3
IN-2021-CK122057-41933,21/10/21,24/10/21,Second Class,CK-122057,Chloris Kastensmidt,Consumer,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",975,2,0.1,119,58,Medium,3
IN-2021-RB194657-41898,21/09/16,19/09/21,Second Class,RB-194657,Rick Bensley,Home Office,Devonport,Tasmania,Australia,Oceania,Asia Pacific,TEC-PH-5825,Technology,Phones,"Samsung Headset, Full Size",268,4,0.1,17,57,High,3
IN-2021-SF202007-41796,21/06/06,6/06/21,Same Day,SF-202007,Sarah Foster,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-5757,Furniture,Chairs,"SAFCO Chairmat, Black",361,7,0.1,28,57,Medium,0
ID-2021-JK153257-41984,21/12/11,14/12/21,Second Class,JK-153257,Jason Klamczynski,Corporate,Adelaide,South Australia,Australia,Oceania,Asia Pacific,FUR-FU-5739,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black",158,7,0.1,20,57,Critical,3
IN-2021-DO136457-41990,21/12/17,21/12/21,Standard Class,DO-136457,Doug O'Connell,Consumer,Mount Isa,Queensland,Australia,Oceania,Asia Pacific,FUR-TA-4647,Furniture,Tables,"Hon Conference Table, Rectangular",1102,2,0.4,55,57,Medium,4
ID-2021-EM140957-41914,21/10/02,7/10/21,Standard Class,EM-140957,Eudokia Martin,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-AP-3869,Office Supplies,Appliances,"Cuisinart Refrigerator, Red",595,2,0.4,-129,56,Medium,5
IN-2021-SZ200357-41880,21/08/29,30/08/21,First Class,SZ-200357,Sam Zeldin,Home Office,Perth,Western Australia,Australia,Oceania,Asia Pacific,FUR-CH-5750,Furniture,Chairs,"SAFCO Bag Chairs, Adjustable",186,4,0.1,12,56,Critical,1
ID-2021-EB138407-41916,21/10/04,9/10/21,Standard Class,EB-138407,Ellis Ballard,Corporate,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-5961,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",529,3,0.1,0,56,Medium,5
IN-2021-HR148307-41802,21/06/12,14/06/21,First Class,HR-148307,Harold Ryan,Corporate,Mount Gambier,South Australia,Australia,Oceania,Asia Pacific,TEC-MA-5549,Technology,Machines,"Panasonic Inkjet, Wireless",312,1,0,143,55,High,2
IN-2021-JM156557-41818,21/06/28,1/07/21,Second Class,JM-156557,Jim Mitchum,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-PH-5272,Technology,Phones,"Motorola Speaker Phone, VoIP",233,2,0.1,20,55,Critical,3
ID-2021-KC1654092-41914,21/10/02,4/10/21,Second Class,KC-1654092,Kelly Collister,Consumer,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,FUR-CH-5448,Furniture,Chairs,"Office Star Rocking Chair, Red",169,2,0.4,-81,55,Critical,2
IN-2021-CS121757-41979,21/12/06,8/12/21,Second Class,CS-121757,Charles Sheldon,Corporate,Townsville,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-3592,Technology,Copiers,"Brother Fax and Copier, Digital",344,2,0.1,126,54,Critical,2
IN-2021-EB139307-41703,21/03/05,6/03/21,First Class,EB-139307,Eric Barreto,Consumer,Ballarat,Victoria,Australia,Oceania,Asia Pacific,TEC-PH-3134,Technology,Phones,"Apple Headset, VoIP",198,3,0.1,-15,54,Critical,1
IN-2021-ML177557-41958,21/11/15,20/11/21,Standard Class,ML-177557,Max Ludwig,Home Office,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-3607,Technology,Copiers,"Brother Personal Copier, Laser",900,7,0.1,149,54,Medium,5
ID-2021-CD122807-41646,21/01/07,13/01/21,Standard Class,CD-122807,Christina DeMoss,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-AC-4188,Technology,Accessories,"Enermax Router, USB",698,3,0.1,147,54,Medium,6
IN-2021-SJ205007-41830,21/07/10,14/07/21,Second Class,SJ-205007,Shirley Jackson,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-5703,Office Supplies,Storage,"Rogers Lockers, Wire Frame",568,3,0.1,37,53,Medium,4
IN-2021-KM166607-41783,21/05/24,28/05/21,Standard Class,KM-166607,Khloe Miller,Consumer,Hobart,Tasmania,Australia,Oceania,Asia Pacific,FUR-CH-5454,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",741,7,0.4,-333,53,Medium,4
IN-2021-BW112007-41873,21/08/22,22/08/21,Same Day,BW-112007,Ben Wallace,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-6248,Office Supplies,Storage,"Tenex File Cart, Single Width",363,3,0.1,76,53,High,0
IN-2021-PN187757-41873,21/08/22,26/08/21,Standard Class,PN-187757,Parhena Norris,Home Office,Bendigo,Victoria,Australia,Oceania,Asia Pacific,TEC-CO-3594,Technology,Copiers,"Brother Fax and Copier, Laser",1378,8,0.1,137,52,Medium,4
IN-2021-EM139607-41895,21/09/13,18/09/21,Standard Class,EM-139607,Eric Murdock,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,TEC-AC-3405,Technology,Accessories,"Belkin Router, USB",466,2,0.1,176,52,High,5
ID-2021-BM111407-41902,21/09/20,25/09/21,Standard Class,BM-111407,Becky Martin,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,FUR-CH-4655,Furniture,Chairs,"Hon Executive Leather Armchair, Black",2057,5,0.1,0,52,Medium,5
IN-2021-PJ190157-41887,21/09/05,9/09/21,Standard Class,PJ-190157,Pauline Johnson,Consumer,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,TEC-AC-5136,Technology,Accessories,"Logitech Router, Programmable",447,2,0.1,129,52,High,4
IN-2021-MY173807-41915,21/10/03,7/10/21,Standard Class,MY-173807,Maribeth Yedwab,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-5702,Office Supplies,Storage,"Rogers Lockers, Single Width",1714,9,0.1,647,52,Medium,4
ID-2021-JK153257-41984,21/12/11,14/12/21,Second Class,JK-153257,Jason Klamczynski,Corporate,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-SU-4989,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",217,5,0.1,86,52,Critical,3
IN-2021-JF152957-41872,21/08/21,26/08/21,Standard Class,JF-152957,Jason Fortune-,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-CO-3596,Technology,Copiers,"Brother Fax Machine, Digital",1431,5,0.1,509,51,Medium,5
IN-2021-NF183857-41791,21/06/01,4/06/21,Second Class,NF-183857,Natalie Fritzler,Consumer,Ballarat,Victoria,Australia,Oceania,Asia Pacific,FUR-BO-5761,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",793,2,0.1,8,51,Medium,3
IN-2021-RD198107-41697,21/02/27,1/03/21,First Class,RD-198107,Ross DeVincentis,Home Office,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-4682,Furniture,Chairs,"Hon Rocking Chair, Black",230,2,0.1,33,51,High,2
IN-2021-LS172307-41691,21/02/21,27/02/21,Standard Class,LS-172307,Lycoris Saunders,Consumer,Nowra,New South Wales,Australia,Oceania,Asia Pacific,TEC-MA-5542,Technology,Machines,"Panasonic Card Printer, Durable",626,4,0.1,257,50,Medium,6
IN-2021-LS172307-41881,21/08/30,4/09/21,Standard Class,LS-172307,Lycoris Saunders,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-5441,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",845,2,0.1,18,50,Medium,5
IN-2021-JF154907-41669,21/01/30,4/02/21,Standard Class,JF-154907,Jeremy Farry,Consumer,Cessnock,New South Wales,Australia,Oceania,Asia Pacific,TEC-PH-5824,Technology,Phones,"Samsung Headset, Cordless",479,7,0.1,148,50,Medium,5
IN-2021-BF110807-41976,21/12/03,6/12/21,Second Class,BF-110807,Bart Folk,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,TEC-CO-3704,Technology,Copiers,"Canon Personal Copier, Digital",256,2,0.1,96,50,Critical,3
IN-2021-GW146057-41833,21/07/13,13/07/21,Same Day,GW-146057,Giulietta Weimer,Consumer,Rockhampton,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-4294,Office Supplies,Storage,"Fellowes Trays, Industrial",156,3,0.1,15,50,Critical,0
IN-2021-AH104657-41773,21/05/14,19/05/21,Standard Class,AH-104657,Amy Hunt,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-AP-4733,Office Supplies,Appliances,"Hoover Microwave, White",828,3,0.1,331,50,Medium,5
ID-2021-KH163607-41950,21/11/07,10/11/21,Second Class,KH-163607,Katherine Hughes,Consumer,Albany,Western Australia,Australia,Oceania,Asia Pacific,FUR-FU-3030,Furniture,Furnishings,"Advantus Door Stop, Erganomic",235,6,0.1,-2,49,High,3
IN-2021-BD1172592-41678,21/02/08,8/02/21,Same Day,BD-1172592,Bruce Degenhardt,Consumer,Invercargill,Southland,New Zealand,Oceania,Asia Pacific,FUR-CH-5805,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",340,2,0,122,49,Critical,0
IN-2021-AB100157-41815,21/06/25,29/06/21,Standard Class,AB-100157,Aaron Bergman,Consumer,Mackay,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5940,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",448,3,0.1,174,49,High,4
ID-2021-RF197357-41675,21/02/05,9/02/21,Standard Class,RF-197357,Roland Fjeld,Consumer,Geraldton,Western Australia,Australia,Oceania,Asia Pacific,TEC-PH-5350,Technology,Phones,"Nokia Signal Booster, Cordless",877,7,0.1,87,49,Medium,4
IN-2021-BT116807-41764,21/05/05,7/05/21,Second Class,BT-116807,Brian Thompson,Consumer,Orange,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-5999,Technology,Copiers,"Sharp Fax Machine, High-Speed",528,2,0.1,188,48,Medium,2
ID-2021-DM1352592-41725,21/03/27,31/03/21,Standard Class,DM-1352592,Don Miller,Corporate,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,FUR-BO-5953,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",359,4,0.4,-221,48,High,4
ID-2021-OT187307-41952,21/11/09,12/11/21,First Class,OT-187307,Olvera Toch,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-ST-4078,Office Supplies,Storage,"Eldon Lockers, Blue",356,2,0.1,-31,48,Medium,3
ID-2021-PH187907-41969,21/11/26,30/11/21,Standard Class,PH-187907,Patricia Hirasaki,Home Office,Caloundra,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-4767,Technology,Copiers,"HP Copy Machine, Laser",656,3,0.1,-65,48,Medium,4
IN-2021-SK199907-41894,21/09/12,17/09/21,Standard Class,SK-199907,Sally Knutson,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-FU-4034,Furniture,Furnishings,"Eldon Clock, Black",457,9,0.1,121,47,Medium,5
IN-2021-TG216407-41657,21/01/18,20/01/21,Second Class,TG-216407,Trudy Glocke,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,FUR-BO-5940,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",448,3,0.1,174,47,High,2
ID-2021-WB218507-42004,21/12/31,2/01/22,Second Class,WB-218507,William Brown,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-5786,Furniture,Bookcases,"Safco Library with Doors, Mobile",706,2,0.1,156,47,High,2
IN-2021-CC124757-41713,21/03/15,20/03/21,Standard Class,CC-124757,Cindy Chapman,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-4079,Office Supplies,Storage,"Eldon Lockers, Industrial",1587,8,0,666,46,Medium,5
IN-2021-HW149357-41797,21/06/07,9/06/21,First Class,HW-149357,Helen Wasserman,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,TEC-MA-5502,Technology,Machines,"Okidata Inkjet, White",747,4,0.4,-435,45,Medium,2
ID-2021-LW1682592-41880,21/08/29,3/09/21,Standard Class,LW-1682592,Laurel Workman,Corporate,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,OFF-EN-3667,Office Supplies,Envelopes,"Cameo Mailers, Set of 50",320,14,0.4,-5,45,High,5
